time,device_id,bus_voltage_V,current_mA,electrode_V,soil_humidity_V,target_current_mA
2026-05-22 20:33:12.796863+00:00,001,3.39,50.03,1.868,0.775,50.0
2026-05-22 20:33:42.810067+00:00,001,3.39,50.25,1.867,0.775,50.0
2026-05-22 20:34:12.813813+00:00,001,3.39,50.25,1.865,0.777,50.0
2026-05-22 20:34:42.813363+00:00,001,3.39,50.03,1.866,0.778,50.0
2026-05-22 20:35:12.823632+00:00,001,3.39,50.03,1.866,0.779,50.0
2026-05-22 20:35:42.828049+00:00,001,3.39,50.03,1.865,0.779,50.0
2026-05-22 20:36:12.834995+00:00,001,3.39,50.25,1.868,0.778,50.0
2026-05-22 20:36:42.840088+00:00,001,3.39,50.03,1.864,0.776,50.0
2026-05-22 20:37:12.856395+00:00,001,3.39,50.03,1.89,0.776,50.0
2026-05-22 20:37:42.858917+00:00,001,3.39,50.03,1.886,0.774,50.0
2026-05-22 20:38:12.869472+00:00,001,3.39,50.25,1.862,0.778,50.0
2026-05-22 20:38:42.885166+00:00,001,3.39,50.25,1.866,0.777,50.0
2026-05-22 20:39:12.907772+00:00,001,3.39,50.25,1.867,0.778,50.0
2026-05-22 20:39:42.918737+00:00,001,3.3,47.48,1.869,0.774,50.0
2026-05-22 20:40:12.931117+00:00,001,3.39,50.03,1.867,0.777,50.0
2026-05-22 20:40:42.944875+00:00,001,3.39,50.03,1.867,0.774,50.0
2026-05-22 20:41:12.950793+00:00,001,3.39,50.03,1.863,0.775,50.0
2026-05-22 20:41:42.961136+00:00,001,3.39,50.25,1.867,0.775,50.0
2026-05-22 20:42:12.965721+00:00,001,3.39,50.03,1.861,0.775,50.0
2026-05-22 20:42:42.975579+00:00,001,3.35,48.54,1.865,0.775,50.0
2026-05-22 20:43:12.984495+00:00,001,3.39,50.03,1.865,0.777,50.0
2026-05-22 20:43:42.996015+00:00,001,3.39,50.25,1.874,0.776,50.0
2026-05-22 20:44:13.009419+00:00,001,3.39,50.03,1.868,0.776,50.0
2026-05-22 20:44:43.024176+00:00,001,3.39,50.03,1.862,0.776,50.0
2026-05-22 20:45:13.037028+00:00,001,3.39,50.03,1.865,0.776,50.0
2026-05-22 20:45:43.038340+00:00,001,3.39,50.03,1.865,0.774,50.0
2026-05-22 20:46:13.044827+00:00,001,3.39,50.25,1.865,0.776,50.0
2026-05-22 20:46:43.055961+00:00,001,3.39,50.25,1.866,0.775,50.0
2026-05-22 20:47:13.072259+00:00,001,3.39,50.03,1.865,0.776,50.0
2026-05-22 20:47:43.084764+00:00,001,3.39,50.03,1.866,0.774,50.0
2026-05-22 20:48:13.104384+00:00,001,3.39,50.25,1.864,0.775,50.0
2026-05-22 20:48:43.111343+00:00,001,3.39,50.03,1.866,0.775,50.0
2026-05-22 20:49:13.118117+00:00,001,3.39,50.25,1.866,0.775,50.0
2026-05-22 20:49:43.149323+00:00,001,3.39,50.03,1.865,0.776,50.0
2026-05-22 20:50:13.156119+00:00,001,3.39,50.03,1.863,0.776,50.0
2026-05-22 20:50:43.174008+00:00,001,3.39,50.03,1.865,0.775,50.0
2026-05-22 20:51:13.202742+00:00,001,3.39,50.25,1.867,0.774,50.0
2026-05-22 20:51:43.207679+00:00,001,3.39,50.25,1.868,0.776,50.0
2026-05-22 20:52:13.208696+00:00,001,3.39,50.25,1.868,0.777,50.0
2026-05-22 20:52:43.211504+00:00,001,3.39,50.03,1.867,0.775,50.0
2026-05-22 20:53:13.216520+00:00,001,3.39,50.25,1.867,0.776,50.0
2026-05-22 20:53:43.228355+00:00,001,3.39,50.25,1.867,0.775,50.0
2026-05-22 20:54:13.240505+00:00,001,3.39,50.25,1.867,0.777,50.0
2026-05-22 20:54:43.251520+00:00,001,3.39,50.46,1.862,0.774,50.0
2026-05-22 20:55:13.275327+00:00,001,3.39,50.25,1.862,0.772,50.0
2026-05-22 20:55:43.278460+00:00,001,3.39,50.03,1.865,0.774,50.0
2026-05-22 20:56:13.280068+00:00,001,3.39,50.03,1.867,0.777,50.0
2026-05-22 20:56:43.300069+00:00,001,3.39,50.25,1.88,0.772,50.0
2026-05-22 20:57:13.316869+00:00,001,3.39,50.25,1.864,0.775,50.0
2026-05-22 20:57:43.330250+00:00,001,3.39,50.03,1.867,0.776,50.0
2026-05-22 20:58:13.340754+00:00,001,3.39,50.25,1.866,0.775,50.0
2026-05-22 20:58:43.353621+00:00,001,3.39,50.25,1.866,0.775,50.0
2026-05-22 20:59:13.349626+00:00,001,3.39,50.46,1.866,0.775,50.0
2026-05-22 20:59:43.358569+00:00,001,3.39,50.25,1.864,0.775,50.0
2026-05-22 21:00:13.373537+00:00,001,3.39,50.25,1.867,0.778,50.0
2026-05-22 21:00:43.386865+00:00,001,3.39,50.03,1.865,0.773,50.0
2026-05-22 21:01:13.390337+00:00,001,3.39,50.46,1.866,0.779,50.0
2026-05-22 21:01:43.403750+00:00,001,3.39,50.25,1.867,0.775,50.0
2026-05-22 21:02:13.421777+00:00,001,3.39,50.46,1.864,0.777,50.0
2026-05-22 21:02:43.431285+00:00,001,3.39,50.03,1.865,0.775,50.0
2026-05-22 21:03:13.436163+00:00,001,3.39,50.03,1.866,0.776,50.0
2026-05-22 21:03:43.454349+00:00,001,3.33,47.9,1.875,0.773,50.0
2026-05-22 21:04:13.466208+00:00,001,3.39,50.25,1.864,0.773,50.0
2026-05-22 21:04:43.478149+00:00,001,3.39,50.03,1.864,0.776,50.0
2026-05-22 21:05:13.484805+00:00,001,3.39,50.25,1.865,0.776,50.0
2026-05-22 21:05:43.505210+00:00,001,3.39,50.03,1.865,0.776,50.0
2026-05-22 21:06:13.511684+00:00,001,3.39,50.03,1.865,0.773,50.0
2026-05-22 21:06:43.528712+00:00,001,3.39,50.25,1.864,0.777,50.0
2026-05-22 21:07:13.543371+00:00,001,3.39,50.25,1.865,0.776,50.0
2026-05-22 21:07:43.547887+00:00,001,3.39,50.03,1.865,0.776,50.0
2026-05-22 21:08:13.549483+00:00,001,3.39,50.25,1.866,0.775,50.0
2026-05-22 21:08:43.558369+00:00,001,3.39,50.25,1.862,0.775,50.0
2026-05-22 21:09:13.565414+00:00,001,3.39,50.03,1.864,0.774,50.0
2026-05-22 21:09:43.575955+00:00,001,3.39,50.25,1.864,0.775,50.0
2026-05-22 21:10:13.579445+00:00,001,3.39,50.03,1.867,0.777,50.0
2026-05-22 21:10:43.592655+00:00,001,3.39,50.25,1.864,0.775,50.0
2026-05-22 21:11:13.598575+00:00,001,3.39,50.03,1.878,0.776,50.0
2026-05-22 21:11:43.603940+00:00,001,3.39,50.25,1.885,0.775,50.0
2026-05-22 21:12:13.612163+00:00,001,3.34,48.54,1.89,0.774,50.0
2026-05-22 21:12:43.618657+00:00,001,3.38,50.03,1.87,0.77,50.0
2026-05-22 21:13:13.627614+00:00,001,3.39,50.03,1.865,0.772,50.0
2026-05-22 21:13:43.639623+00:00,001,3.38,50.03,1.865,0.776,50.0
2026-05-22 21:14:13.872702+00:00,001,3.39,50.46,1.865,0.776,50.0
2026-05-22 21:14:43.678272+00:00,001,3.39,50.25,1.866,0.773,50.0
2026-05-22 21:15:13.679182+00:00,001,3.39,50.25,1.864,0.774,50.0
2026-05-22 21:15:43.684664+00:00,001,3.38,50.03,1.864,0.777,50.0
2026-05-22 21:16:13.685834+00:00,001,3.39,50.03,1.865,0.771,50.0
2026-05-22 21:16:43.686898+00:00,001,3.39,50.25,1.866,0.771,50.0
2026-05-22 21:17:13.700393+00:00,001,3.39,50.25,1.865,0.773,50.0
2026-05-22 21:17:43.719105+00:00,001,3.38,50.03,1.864,0.775,50.0
2026-05-22 21:18:13.730367+00:00,001,3.38,50.25,1.866,0.774,50.0
2026-05-22 21:18:43.742716+00:00,001,3.39,50.25,1.867,0.776,50.0
2026-05-22 21:19:13.758671+00:00,001,3.38,50.03,1.871,0.775,50.0
2026-05-22 21:19:43.766514+00:00,001,3.32,48.33,1.888,0.773,50.0
2026-05-22 21:20:13.771719+00:00,001,3.39,50.25,1.884,0.773,50.0
2026-05-22 21:20:43.782953+00:00,001,3.39,50.25,1.863,0.776,50.0
2026-05-22 21:21:13.800805+00:00,001,3.39,50.03,1.865,0.772,50.0
2026-05-22 21:21:43.814586+00:00,001,3.39,50.25,1.867,0.772,50.0
2026-05-22 21:22:13.815729+00:00,001,3.39,50.25,1.865,0.777,50.0
2026-05-22 21:22:43.816798+00:00,001,3.39,50.46,1.864,0.773,50.0
2026-05-22 21:23:13.836633+00:00,001,3.33,48.12,1.865,0.773,50.0
2026-05-22 21:23:43.839082+00:00,001,3.39,50.25,1.866,0.774,50.0
2026-05-22 21:24:13.843776+00:00,001,3.39,50.46,1.865,0.773,50.0
2026-05-22 21:24:43.860278+00:00,001,3.39,50.46,1.865,0.774,50.0
2026-05-22 21:25:13.872992+00:00,001,3.39,50.46,1.865,0.775,50.0
2026-05-22 21:25:43.894005+00:00,001,3.39,50.25,1.864,0.773,50.0
2026-05-22 21:26:13.899591+00:00,001,3.39,50.03,1.864,0.773,50.0
2026-05-22 21:26:43.913922+00:00,001,3.39,50.25,1.886,0.773,50.0
2026-05-22 21:27:13.932803+00:00,001,3.39,50.25,1.864,0.773,50.0
2026-05-22 21:27:43.954636+00:00,001,3.39,50.25,1.863,0.775,50.0
2026-05-22 21:28:13.964316+00:00,001,3.39,50.25,1.863,0.773,50.0
2026-05-22 21:28:43.983268+00:00,001,3.39,50.46,1.863,0.774,50.0
2026-05-22 21:29:14.002898+00:00,001,3.38,50.03,1.864,0.773,50.0
2026-05-22 21:29:44.013296+00:00,001,3.42,51.31,1.862,0.775,50.0
2026-05-22 21:30:14.015318+00:00,001,3.39,50.25,1.866,0.775,50.0
2026-05-22 21:30:44.032240+00:00,001,3.39,50.25,1.864,0.777,50.0
2026-05-22 21:31:14.051648+00:00,001,3.39,50.25,1.89,0.777,50.0
2026-05-22 21:31:44.070786+00:00,001,3.38,50.25,1.861,0.774,50.0
2026-05-22 21:32:14.076339+00:00,001,3.38,50.03,1.865,0.773,50.0
2026-05-22 21:32:44.078000+00:00,001,3.39,50.25,1.863,0.773,50.0
2026-05-22 21:33:14.092018+00:00,001,3.39,50.67,1.862,0.773,50.0
2026-05-22 21:33:44.095820+00:00,001,3.39,50.25,1.864,0.772,50.0
2026-05-22 21:34:14.102544+00:00,001,3.39,50.25,1.861,0.774,50.0
2026-05-22 21:34:44.117266+00:00,001,3.39,50.25,1.863,0.774,50.0
2026-05-22 21:35:14.130200+00:00,001,3.39,50.25,1.864,0.776,50.0
2026-05-22 21:35:44.144574+00:00,001,3.39,50.46,1.868,0.774,50.0
2026-05-22 21:36:14.141829+00:00,001,3.39,50.25,1.867,0.775,50.0
2026-05-22 21:36:44.157630+00:00,001,3.38,50.03,1.866,0.775,50.0
2026-05-22 21:37:14.175057+00:00,001,3.39,50.03,1.867,0.775,50.0
2026-05-22 21:37:44.185225+00:00,001,3.39,50.25,1.864,0.778,50.0
2026-05-22 21:38:14.189146+00:00,001,3.39,50.25,1.866,0.777,50.0
2026-05-22 21:38:44.198989+00:00,001,3.38,50.03,1.876,0.776,50.0
2026-05-22 21:39:14.202225+00:00,001,3.39,50.25,1.881,0.776,50.0
2026-05-22 21:39:44.221358+00:00,001,3.39,50.25,1.866,0.778,50.0
2026-05-22 21:40:14.227470+00:00,001,3.39,50.25,1.866,0.773,50.0
2026-05-22 21:40:44.247071+00:00,001,3.39,50.25,1.864,0.775,50.0
2026-05-22 21:41:14.264918+00:00,001,3.39,50.25,1.864,0.773,50.0
2026-05-22 21:41:44.269902+00:00,001,3.39,50.25,1.865,0.773,50.0
2026-05-22 21:42:14.285923+00:00,001,3.39,50.25,1.866,0.778,50.0
2026-05-22 21:42:44.302514+00:00,001,3.39,50.25,1.864,0.776,50.0
2026-05-22 21:43:14.305680+00:00,001,3.3,47.26,1.869,0.777,50.0
2026-05-22 21:43:44.311449+00:00,001,3.39,50.25,1.864,0.775,50.0
2026-05-22 21:44:14.328577+00:00,001,3.39,50.25,1.868,0.778,50.0
2026-05-22 21:44:44.339776+00:00,001,3.39,50.25,1.873,0.776,50.0
2026-05-22 21:45:14.357036+00:00,001,3.39,50.03,1.866,0.776,50.0
2026-05-22 21:45:44.368763+00:00,001,3.39,50.46,1.864,0.778,50.0
2026-05-22 21:46:14.371550+00:00,001,3.39,50.25,1.864,0.774,50.0
2026-05-22 21:46:44.386671+00:00,001,3.39,50.25,1.869,0.776,50.0
2026-05-22 21:47:14.403886+00:00,001,3.39,50.25,1.867,0.773,50.0
2026-05-22 21:47:44.418247+00:00,001,3.39,50.46,1.862,0.776,50.0
2026-05-22 21:48:14.433075+00:00,001,3.39,50.25,1.866,0.775,50.0
2026-05-22 21:48:44.450586+00:00,001,3.39,50.46,1.864,0.773,50.0
2026-05-22 21:49:14.452663+00:00,001,3.29,47.26,1.868,0.775,50.0
2026-05-22 21:49:44.458610+00:00,001,3.39,50.25,1.864,0.775,50.0
2026-05-22 21:50:14.463426+00:00,001,3.39,50.25,1.866,0.777,50.0
2026-05-22 21:50:44.480682+00:00,001,3.39,50.46,1.861,0.773,50.0
2026-05-22 21:51:14.496507+00:00,001,3.39,50.25,1.874,0.773,50.0
2026-05-22 21:51:44.514958+00:00,001,3.39,50.46,1.862,0.771,50.0
2026-05-22 21:52:14.519005+00:00,001,3.39,50.25,1.864,0.773,50.0
2026-05-22 21:52:44.524651+00:00,001,3.39,50.25,1.864,0.772,50.0
2026-05-22 21:53:14.534687+00:00,001,3.39,50.46,1.867,0.774,50.0
2026-05-22 21:53:44.550439+00:00,001,3.39,50.46,1.865,0.776,50.0
2026-05-22 21:54:14.557650+00:00,001,3.39,50.25,1.864,0.772,50.0
2026-05-22 21:54:44.564939+00:00,001,3.39,50.25,1.866,0.775,50.0
2026-05-22 21:55:14.579945+00:00,001,3.39,50.25,1.866,0.773,50.0
2026-05-22 21:55:44.600051+00:00,001,3.32,48.33,1.867,0.773,50.0
2026-05-22 21:56:14.604747+00:00,001,3.39,50.46,1.862,0.776,50.0
2026-05-22 21:56:44.610240+00:00,001,3.39,50.25,1.864,0.774,50.0
2026-05-22 21:57:14.631819+00:00,001,3.39,50.25,1.872,0.774,50.0
2026-05-22 21:57:44.633727+00:00,001,3.39,50.25,1.87,0.774,50.0
2026-05-22 21:58:14.647510+00:00,001,3.39,50.46,1.879,0.772,50.0
2026-05-22 21:58:44.657961+00:00,001,3.39,50.46,1.863,0.775,50.0
2026-05-22 21:59:14.660984+00:00,001,3.32,47.9,1.862,0.774,50.0
2026-05-22 21:59:44.675424+00:00,001,3.39,50.25,1.866,0.774,50.0
2026-05-22 22:00:14.675824+00:00,001,3.39,50.25,1.863,0.774,50.0
2026-05-22 22:00:44.695695+00:00,001,3.39,50.89,1.863,0.775,50.0
2026-05-22 22:01:14.700891+00:00,001,3.39,50.46,1.865,0.776,50.0
2026-05-22 22:01:44.703304+00:00,001,3.4,50.46,1.862,0.773,50.0
2026-05-22 22:02:14.718507+00:00,001,3.39,50.25,1.867,0.774,50.0
2026-05-22 22:02:44.732087+00:00,001,3.39,50.25,1.866,0.775,50.0
2026-05-22 22:03:14.746756+00:00,001,3.39,50.25,1.865,0.775,50.0
2026-05-22 22:03:44.752760+00:00,001,3.39,50.46,1.865,0.775,50.0
2026-05-22 22:04:14.763936+00:00,001,3.39,50.25,1.863,0.774,50.0
2026-05-22 22:04:44.776046+00:00,001,3.39,50.25,1.863,0.776,50.0
2026-05-22 22:05:14.788525+00:00,001,3.39,50.25,1.871,0.774,50.0
2026-05-22 22:05:44.798886+00:00,001,3.36,48.97,1.84,0.774,50.0
2026-05-22 22:06:14.799396+00:00,001,3.39,50.46,1.892,0.772,50.0
2026-05-22 22:06:44.808971+00:00,001,3.38,50.25,1.832,0.77,50.0
2026-05-22 22:07:14.827972+00:00,001,3.39,50.25,1.864,0.775,50.0
2026-05-22 22:07:44.840837+00:00,001,3.39,50.25,1.866,0.775,50.0
2026-05-22 22:08:14.860758+00:00,001,3.39,50.46,1.866,0.773,50.0
2026-05-22 22:08:44.876122+00:00,001,3.39,50.25,1.866,0.776,50.0
2026-05-22 22:09:14.896076+00:00,001,3.39,50.25,1.864,0.776,50.0
2026-05-22 22:09:44.899031+00:00,001,3.39,50.25,1.866,0.775,50.0
2026-05-22 22:10:14.900489+00:00,001,3.39,50.25,1.863,0.773,50.0
2026-05-22 22:10:44.900578+00:00,001,3.39,50.25,1.868,0.773,50.0
2026-05-22 22:11:14.909042+00:00,001,3.3,46.84,1.827,0.773,50.0
2026-05-22 22:11:44.925672+00:00,001,3.39,50.46,1.864,0.776,50.0
2026-05-22 22:12:14.929533+00:00,001,3.39,50.46,1.867,0.773,50.0
2026-05-22 22:12:44.936353+00:00,001,3.39,50.25,1.864,0.777,50.0
2026-05-22 22:13:14.939473+00:00,001,3.29,46.84,1.826,0.773,50.0
2026-05-22 22:13:44.944926+00:00,001,3.31,47.69,1.866,0.776,50.0
2026-05-22 22:14:14.962347+00:00,001,3.39,50.25,1.886,0.773,50.0
2026-05-22 22:14:44.975855+00:00,001,3.39,50.46,1.868,0.776,50.0
2026-05-22 22:15:14.988433+00:00,001,3.39,50.25,1.865,0.774,50.0
2026-05-22 22:15:44.988018+00:00,001,3.38,50.25,1.866,0.775,50.0
2026-05-22 22:16:14.994458+00:00,001,3.39,50.46,1.867,0.772,50.0
2026-05-22 22:16:45.004149+00:00,001,3.39,50.25,1.867,0.777,50.0
2026-05-22 22:17:15.011951+00:00,001,3.38,50.25,1.865,0.775,50.0
2026-05-22 22:17:45.019279+00:00,001,3.38,50.25,1.866,0.772,50.0
2026-05-22 22:18:15.027881+00:00,001,3.39,50.46,1.866,0.775,50.0
2026-05-22 22:18:45.043253+00:00,001,3.37,49.61,1.823,0.775,50.0
2026-05-22 22:19:15.056130+00:00,001,3.39,50.67,1.867,0.775,50.0
2026-05-22 22:19:45.066417+00:00,001,3.32,48.12,1.864,0.776,50.0
2026-05-22 22:20:15.086061+00:00,001,3.39,50.46,1.864,0.777,50.0
2026-05-22 22:20:45.088857+00:00,001,3.39,50.25,1.863,0.776,50.0
2026-05-22 22:21:15.090388+00:00,001,3.39,50.46,1.864,0.778,50.0
2026-05-22 22:21:45.105038+00:00,001,3.39,50.89,1.876,0.778,50.0
2026-05-22 22:22:15.114457+00:00,001,3.39,50.46,1.849,0.774,50.0
2026-05-22 22:22:45.133491+00:00,001,3.39,50.25,1.864,0.774,50.0
2026-05-22 22:23:15.138194+00:00,001,3.39,50.25,1.82,0.775,50.0
2026-05-22 22:23:45.136970+00:00,001,3.39,50.46,1.865,0.775,50.0
2026-05-22 22:24:15.149864+00:00,001,3.39,50.46,1.869,0.773,50.0
2026-05-22 22:24:45.154097+00:00,001,3.39,50.46,1.867,0.776,50.0
2026-05-22 22:25:15.161458+00:00,001,3.39,50.25,1.867,0.776,50.0
2026-05-22 22:25:45.180320+00:00,001,3.39,50.25,1.864,0.776,50.0
2026-05-22 22:26:15.195199+00:00,001,3.39,50.89,1.863,0.777,50.0
2026-05-22 22:26:45.197680+00:00,001,3.39,50.67,1.865,0.777,50.0
2026-05-22 22:27:15.210956+00:00,001,3.39,50.25,1.864,0.777,50.0
2026-05-22 22:27:45.224982+00:00,001,3.24,44.92,1.87,0.773,50.0
2026-05-22 22:28:15.261406+00:00,001,3.39,50.25,1.866,0.775,50.0
2026-05-22 22:28:45.255530+00:00,001,3.39,50.25,1.875,0.774,50.0
2026-05-22 22:29:15.262254+00:00,001,3.39,50.46,1.89,0.777,50.0
2026-05-22 22:29:45.271210+00:00,001,3.39,50.46,1.878,0.776,50.0
2026-05-22 22:30:15.292169+00:00,001,3.39,50.46,1.865,0.777,50.0
2026-05-22 22:30:45.308822+00:00,001,3.32,48.33,1.867,0.776,50.0
2026-05-22 22:31:15.326258+00:00,001,3.39,50.46,1.867,0.776,50.0
2026-05-22 22:31:45.327018+00:00,001,3.27,46.41,1.867,0.775,50.0
2026-05-22 22:32:15.340299+00:00,001,3.39,50.67,1.864,0.777,50.0
2026-05-22 22:32:45.351113+00:00,001,3.24,45.13,1.869,0.775,50.0
2026-05-22 22:33:15.370009+00:00,001,3.39,50.25,1.866,0.775,50.0
2026-05-22 22:33:45.373633+00:00,001,3.33,48.33,1.825,0.773,50.0
2026-05-22 22:34:15.391773+00:00,001,3.36,49.18,1.821,0.773,50.0
2026-05-22 22:34:45.400737+00:00,001,3.39,50.46,1.837,0.773,50.0
2026-05-22 22:35:15.410696+00:00,001,3.39,50.46,1.885,0.773,50.0
2026-05-22 22:35:45.431566+00:00,001,3.39,50.46,1.866,0.778,50.0
2026-05-22 22:36:15.435708+00:00,001,3.33,48.12,1.867,0.778,50.0
2026-05-22 22:36:45.431969+00:00,001,3.39,50.46,1.865,0.774,50.0
2026-05-22 22:37:15.449063+00:00,001,3.39,50.25,1.863,0.776,50.0
2026-05-22 22:37:45.465112+00:00,001,3.39,50.46,1.87,0.777,50.0
2026-05-22 22:38:15.473765+00:00,001,3.39,50.46,1.866,0.776,50.0
2026-05-22 22:38:45.475014+00:00,001,3.39,50.25,1.897,0.775,50.0
2026-05-22 22:39:15.494856+00:00,001,3.37,49.82,1.82,0.773,50.0
2026-05-22 22:39:45.516239+00:00,001,3.34,48.97,1.867,0.774,50.0
2026-05-22 22:40:15.528492+00:00,001,3.39,50.46,1.869,0.774,50.0
2026-05-22 22:40:45.540615+00:00,001,3.39,50.46,1.865,0.775,50.0
2026-05-22 22:41:15.554866+00:00,001,3.39,50.46,1.881,0.772,50.0
2026-05-22 22:41:45.570980+00:00,001,3.39,50.46,1.867,0.776,50.0
2026-05-22 22:42:15.584603+00:00,001,3.39,50.46,1.865,0.775,50.0
2026-05-22 22:42:45.597656+00:00,001,3.4,51.1,1.897,0.778,50.0
2026-05-22 22:43:15.606838+00:00,001,3.39,50.46,1.865,0.777,50.0
2026-05-22 22:43:45.618358+00:00,001,3.39,50.25,1.867,0.777,50.0
2026-05-22 22:44:15.624275+00:00,001,3.39,50.89,1.865,0.777,50.0
2026-05-22 22:44:45.636730+00:00,001,3.39,50.46,1.864,0.775,50.0
2026-05-22 22:45:15.655973+00:00,001,3.39,50.46,1.867,0.775,50.0
2026-05-22 22:45:45.671958+00:00,001,3.38,50.25,1.865,0.773,50.0
2026-05-22 22:46:15.683617+00:00,001,3.38,50.25,1.866,0.778,50.0
2026-05-22 22:46:45.680156+00:00,001,3.39,50.46,1.865,0.776,50.0
2026-05-22 22:47:15.698757+00:00,001,3.32,48.33,1.888,0.776,50.0
2026-05-22 22:47:45.702373+00:00,001,3.39,50.46,1.887,0.775,50.0
2026-05-22 22:48:15.719648+00:00,001,3.24,45.13,1.824,0.776,50.0
2026-05-22 22:48:45.722233+00:00,001,3.39,50.46,1.867,0.778,50.0
2026-05-22 22:49:15.723238+00:00,001,3.39,50.46,1.866,0.777,50.0
2026-05-22 22:49:45.734995+00:00,001,3.39,50.67,1.867,0.773,50.0
2026-05-22 22:50:15.746745+00:00,001,3.37,49.61,1.849,0.775,50.0
2026-05-22 22:50:45.755501+00:00,001,3.39,50.25,1.864,0.777,50.0
2026-05-22 22:51:15.760906+00:00,001,3.39,50.46,1.864,0.775,50.0
2026-05-22 22:51:45.761768+00:00,001,3.39,50.46,1.868,0.774,50.0
2026-05-22 22:52:15.783202+00:00,001,3.31,48.12,1.867,0.776,50.0
2026-05-22 22:52:45.786198+00:00,001,3.39,50.46,1.862,0.775,50.0
2026-05-22 22:53:15.790463+00:00,001,3.32,47.9,1.866,0.773,50.0
2026-05-22 22:53:45.800948+00:00,001,3.39,50.46,1.866,0.775,50.0
2026-05-22 22:54:15.806073+00:00,001,3.37,49.82,1.823,0.775,50.0
2026-05-22 22:54:45.806549+00:00,001,3.39,50.46,1.862,0.775,50.0
2026-05-22 22:55:15.827008+00:00,001,3.39,50.67,1.864,0.778,50.0
2026-05-22 22:55:45.839306+00:00,001,3.39,50.46,1.866,0.775,50.0
2026-05-22 22:56:15.858839+00:00,001,3.34,48.97,1.879,0.776,50.0
2026-05-22 22:56:45.859379+00:00,001,3.38,50.25,1.87,0.778,50.0
2026-05-22 22:57:15.866507+00:00,001,3.39,50.67,1.887,0.778,50.0
2026-05-22 22:57:45.874663+00:00,001,3.39,50.46,1.9,0.78,50.0
2026-05-22 22:58:15.883205+00:00,001,3.39,50.67,1.903,0.777,50.0
2026-05-22 22:58:45.905708+00:00,001,3.41,51.1,1.869,0.777,50.0
2026-05-22 22:59:15.916689+00:00,001,3.36,49.82,1.866,0.777,50.0
2026-05-22 22:59:45.920393+00:00,001,3.3,47.05,1.866,0.778,50.0
2026-05-22 23:00:15.924230+00:00,001,3.39,50.67,1.865,0.777,50.0
2026-05-22 23:00:45.926276+00:00,001,3.39,50.89,1.867,0.776,50.0
2026-05-22 23:01:15.935468+00:00,001,3.33,48.33,1.87,0.778,50.0
2026-05-22 23:01:45.952133+00:00,001,3.42,51.74,1.862,0.774,50.0
2026-05-22 23:02:15.971429+00:00,001,3.42,51.74,1.881,0.777,50.0
2026-05-22 23:02:45.972755+00:00,001,3.39,50.46,1.864,0.776,50.0
2026-05-22 23:03:15.996281+00:00,001,3.39,50.46,1.869,0.776,50.0
2026-05-22 23:03:45.992446+00:00,001,3.38,50.25,1.863,0.779,50.0
2026-05-22 23:04:16.003516+00:00,001,3.38,50.25,1.868,0.778,50.0
2026-05-22 23:04:46.015493+00:00,001,3.39,50.46,1.869,0.779,50.0
2026-05-22 23:05:16.025570+00:00,001,3.39,50.67,1.893,0.778,50.0
2026-05-22 23:05:46.042030+00:00,001,3.39,50.46,1.863,0.78,50.0
2026-05-22 23:06:16.060985+00:00,001,3.38,50.25,1.82,0.777,50.0
2026-05-22 23:06:46.063836+00:00,001,3.38,50.46,1.865,0.78,50.0
2026-05-22 23:07:16.084796+00:00,001,3.24,45.35,1.871,0.778,50.0
2026-05-22 23:07:46.090256+00:00,001,3.39,50.67,1.867,0.78,50.0
2026-05-22 23:08:16.090243+00:00,001,3.28,46.41,1.825,0.776,50.0
2026-05-22 23:08:46.111860+00:00,001,3.39,50.46,1.9,0.783,50.0
2026-05-22 23:09:16.123910+00:00,001,3.39,50.67,1.887,0.781,50.0
2026-05-22 23:09:46.144251+00:00,001,3.39,50.46,1.866,0.78,50.0
2026-05-22 23:10:16.158861+00:00,001,3.39,50.67,1.877,0.776,50.0
2026-05-22 23:10:46.168423+00:00,001,3.39,50.46,1.892,0.779,50.0
2026-05-22 23:11:16.174068+00:00,001,3.39,50.46,1.881,0.777,50.0
2026-05-22 23:11:46.192903+00:00,001,3.41,51.31,1.863,0.781,50.0
2026-05-22 23:12:16.197983+00:00,001,3.39,50.67,1.868,0.778,50.0
2026-05-22 23:12:46.208580+00:00,001,3.39,50.67,1.868,0.779,50.0
2026-05-22 23:13:16.219518+00:00,001,3.24,45.56,1.826,0.777,50.0
2026-05-22 23:13:46.227715+00:00,001,3.39,50.46,1.868,0.781,50.0
2026-05-22 23:14:16.256339+00:00,001,3.39,50.46,1.864,0.781,50.0
2026-05-22 23:14:46.264753+00:00,001,3.39,50.46,1.823,0.78,50.0
2026-05-22 23:15:16.274041+00:00,001,3.39,50.67,1.866,0.781,50.0
2026-05-22 23:15:46.279193+00:00,001,3.36,49.4,1.824,0.776,50.0
2026-05-22 23:16:16.281169+00:00,001,3.39,50.46,1.87,0.781,50.0
2026-05-22 23:16:46.289519+00:00,001,3.39,50.46,1.823,0.779,50.0
2026-05-22 23:17:16.302497+00:00,001,3.39,50.67,1.868,0.781,50.0
2026-05-22 23:17:46.305912+00:00,001,3.25,45.35,1.825,0.778,50.0
2026-05-22 23:18:16.314914+00:00,001,3.39,50.46,1.866,0.782,50.0
2026-05-22 23:18:46.326781+00:00,001,3.41,51.1,1.889,0.781,50.0
